equipment_event_id,depot_id,loading_position_id,equipment_category,component_name,status,event_timestamp,resolved_timestamp,flow_impact_pct,operational_notes
EQ-000533,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-04 14:00:00,,0,Nominal operating telemetry
EQ-000534,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-05 16:00:00,,0,Nominal operating telemetry
EQ-000535,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-07-06 06:00:00,,0,Nominal operating telemetry
EQ-000536,kisumu,KSM-P02,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-07 04:00:00,,0,Nominal operating telemetry
EQ-000537,kisumu,KSM-P03,METERING,Coriolis Mass-Flow Meter,UNAVAILABLE,2026-07-08 03:00:00,2026-07-08 15:00:00,100,Coriolis Mass-Flow Meter offline for maintenance
EQ-000538,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-08 13:00:00,,0,Nominal operating telemetry
EQ-000539,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-09 05:00:00,,0,Nominal operating telemetry
EQ-000540,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,DEGRADED,2026-07-09 19:00:00,2026-07-10 09:00:00,21,Redundant DCS PLC Gateway calibration offset detected
EQ-000541,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-10 04:00:00,,0,Nominal operating telemetry
EQ-000542,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-11 04:00:00,,0,Nominal operating telemetry
EQ-000543,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-11 22:00:00,,0,Nominal operating telemetry
EQ-000544,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-12 14:00:00,,0,Nominal operating telemetry
EQ-000545,kisumu,KSM-P03,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,DEGRADED,2026-07-12 23:00:00,2026-07-13 06:00:00,15,Hydraulic Gantry Loading Arms calibration offset detected
EQ-000546,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-13 09:00:00,,0,Nominal operating telemetry
EQ-000547,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-14 05:00:00,,0,Nominal operating telemetry
EQ-000548,kisumu,KSM-P01,LOADING_SYSTEM,Loading Arm Swivel Joint,DEGRADED,2026-07-14 17:00:00,2026-07-15 05:00:00,14,Loading Arm Swivel Joint calibration offset detected
EQ-000549,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-07-15 08:00:00,,0,Nominal operating telemetry
EQ-000550,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-16 12:00:00,,0,Nominal operating telemetry
EQ-000551,kisumu,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-17 16:00:00,,0,Nominal operating telemetry
EQ-000552,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,UNAVAILABLE,2026-07-18 10:00:00,2026-07-18 13:00:00,100,Smart RFID Barrier Gate offline for maintenance
EQ-000553,kisumu,KSM-P02,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-19 05:00:00,,0,Nominal operating telemetry
EQ-000554,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-19 16:00:00,,0,Nominal operating telemetry
EQ-000555,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-20 15:00:00,,0,Nominal operating telemetry
EQ-000556,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,UNAVAILABLE,2026-07-21 05:00:00,2026-07-21 16:00:00,100,Flow Meter Temperature RTD offline for maintenance
EQ-000557,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-22 04:00:00,,0,Nominal operating telemetry
EQ-000558,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-23 03:00:00,,0,Nominal operating telemetry
EQ-000559,kisumu,KSM-P02,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-24 03:00:00,,0,Nominal operating telemetry
EQ-000560,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-24 22:00:00,,0,Nominal operating telemetry
EQ-000561,kisumu,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-25 07:00:00,,0,Nominal operating telemetry
EQ-000562,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,UNAVAILABLE,2026-07-26 10:00:00,2026-07-26 16:00:00,100,Flow Meter Temperature RTD offline for maintenance
EQ-000563,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-27 07:00:00,,0,Nominal operating telemetry
EQ-000564,kisumu,KSM-P03,METERING,Digital Batch Controller,HEALTHY,2026-07-28 09:00:00,,0,Nominal operating telemetry
EQ-000565,kisumu,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-28 20:00:00,,0,Nominal operating telemetry
EQ-000566,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-29 07:00:00,,0,Nominal operating telemetry
EQ-000567,kisumu,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-29 23:00:00,,0,Nominal operating telemetry
EQ-000568,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-30 10:00:00,,0,Nominal operating telemetry
EQ-000569,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-31 13:00:00,,0,Nominal operating telemetry
EQ-000570,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-01 16:00:00,,0,Nominal operating telemetry
EQ-000571,kisumu,KSM-P02,METERING,Digital Batch Controller,HEALTHY,2026-08-02 01:00:00,,0,Nominal operating telemetry
EQ-000572,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-02 15:00:00,,0,Nominal operating telemetry
EQ-000573,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-03 02:00:00,,0,Nominal operating telemetry
EQ-000574,kisumu,KSM-P01,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-04 00:00:00,,0,Nominal operating telemetry
EQ-000575,kisumu,KSM-P03,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-04 17:00:00,,0,Nominal operating telemetry
EQ-000576,kisumu,KSM-P01,METERING,Digital Batch Controller,HEALTHY,2026-08-05 02:00:00,,0,Nominal operating telemetry
EQ-000577,kisumu,KSM-P03,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-05 15:00:00,,0,Nominal operating telemetry
EQ-000578,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,DEGRADED,2026-08-06 12:00:00,2026-08-06 15:00:00,16,Smart RFID Barrier Gate calibration offset detected
EQ-000579,kisumu,KSM-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-07 09:00:00,,0,Nominal operating telemetry
EQ-000580,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-07 21:00:00,,0,Nominal operating telemetry
EQ-000581,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-08 08:00:00,,0,Nominal operating telemetry
EQ-000582,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,DEGRADED,2026-08-09 02:00:00,2026-08-09 09:00:00,10,Flow Meter Temperature RTD calibration offset detected
EQ-000583,kisumu,,SCADA_CONTROL,Emergency Shut-Down Loop,DEGRADED,2026-08-09 17:00:00,2026-08-10 00:00:00,12,Emergency Shut-Down Loop calibration offset detected
EQ-000584,kisumu,KSM-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-10 10:00:00,,0,Nominal operating telemetry
EQ-000585,kisumu,KSM-P04,METERING,Digital Batch Controller,HEALTHY,2026-08-11 12:00:00,,0,Nominal operating telemetry
EQ-000586,kisumu,KSM-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-12 00:00:00,,0,Nominal operating telemetry
EQ-000587,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-12 23:00:00,,0,Nominal operating telemetry
EQ-000588,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-13 17:00:00,,0,Nominal operating telemetry
EQ-000589,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-14 20:00:00,,0,Nominal operating telemetry
EQ-000590,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,DEGRADED,2026-08-15 20:00:00,2026-08-16 01:00:00,25,Additive Injection Pump Line calibration offset detected
EQ-000591,kisumu,KSM-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-16 10:00:00,,0,Nominal operating telemetry
EQ-000592,kisumu,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-17 12:00:00,,0,Nominal operating telemetry
EQ-000593,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-18 14:00:00,,0,Nominal operating telemetry
EQ-000594,kisumu,KSM-P04,METERING,Digital Batch Controller,HEALTHY,2026-08-19 16:00:00,,0,Nominal operating telemetry
EQ-000595,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-20 17:00:00,,0,Nominal operating telemetry
EQ-000596,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-21 21:00:00,,0,Nominal operating telemetry
EQ-000597,kisumu,KSM-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-22 23:00:00,,0,Nominal operating telemetry
EQ-000598,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-23 11:00:00,,0,Nominal operating telemetry
EQ-000599,kisumu,KSM-P03,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-23 19:00:00,,0,Nominal operating telemetry
EQ-000600,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-24 23:00:00,,0,Nominal operating telemetry
EQ-000601,kisumu,KSM-P01,METERING,Digital Batch Controller,HEALTHY,2026-08-25 10:00:00,,0,Nominal operating telemetry
EQ-000602,kisumu,KSM-P04,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-25 19:00:00,,0,Nominal operating telemetry
EQ-000603,kisumu,KSM-P02,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-26 11:00:00,,0,Nominal operating telemetry
EQ-000604,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-26 23:00:00,,0,Nominal operating telemetry
EQ-000605,kisumu,KSM-P04,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-27 14:00:00,,0,Nominal operating telemetry
EQ-000606,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-28 10:00:00,,0,Nominal operating telemetry
EQ-000607,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-29 04:00:00,,0,Nominal operating telemetry
EQ-000608,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,UNAVAILABLE,2026-08-29 14:00:00,2026-08-29 16:00:00,100,Smart RFID Barrier Gate offline for maintenance
EQ-000609,kisumu,KSM-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-30 14:00:00,,0,Nominal operating telemetry
EQ-000610,kisumu,KSM-P01,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-31 10:00:00,,0,Nominal operating telemetry
EQ-000611,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-09-01 09:00:00,,0,Nominal operating telemetry
EQ-000612,kisumu,KSM-P01,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-09-02 13:00:00,,0,Nominal operating telemetry
EQ-000613,kisumu,KSM-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,DEGRADED,2026-09-03 05:00:00,2026-09-03 15:00:00,14,Hydraulic Gantry Loading Arms calibration offset detected
EQ-000614,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-09-04 01:00:00,,0,Nominal operating telemetry
EQ-000615,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-09-04 12:00:00,,0,Nominal operating telemetry
EQ-000616,kisumu,KSM-P01,METERING,Flow Meter Temperature RTD,DEGRADED,2026-09-05 07:00:00,2026-09-05 20:00:00,21,Flow Meter Temperature RTD calibration offset detected
EQ-000617,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-05 18:00:00,,0,Nominal operating telemetry
EQ-000618,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-06 22:00:00,,0,Nominal operating telemetry
EQ-000619,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-07 12:00:00,,0,Nominal operating telemetry
EQ-000620,kisumu,KSM-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-09-08 11:00:00,,0,Nominal operating telemetry
EQ-000621,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-09 02:00:00,,0,Nominal operating telemetry
EQ-000622,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-09 21:00:00,,0,Nominal operating telemetry
EQ-000623,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-10 21:00:00,,0,Nominal operating telemetry
EQ-000624,kisumu,KSM-P04,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-09-11 22:00:00,,0,Nominal operating telemetry
EQ-000625,kisumu,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-13 01:00:00,,0,Nominal operating telemetry
EQ-000626,kisumu,KSM-P03,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-09-13 17:00:00,,0,Nominal operating telemetry
EQ-000627,kisumu,KSM-P03,METERING,Digital Batch Controller,HEALTHY,2026-09-14 14:00:00,,0,Nominal operating telemetry
EQ-000628,kisumu,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-09-15 01:00:00,,0,Nominal operating telemetry
EQ-000629,kisumu,KSM-P03,METERING,Coriolis Mass-Flow Meter,UNAVAILABLE,2026-09-16 03:00:00,2026-09-16 15:00:00,100,Coriolis Mass-Flow Meter offline for maintenance
