stage_id,decision_id,stage_sequence,stage_name,stage_timestamp,stage_status,metric_label,metric_value,payload_summary
STG-DEC-00187-07,DEC-00187,7,VERIFY,2026-08-20 06:45:35,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00187-08,DEC-00187,8,LOG,2026-08-20 06:45:42,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00188-01,DEC-00188,1,SIGNAL,2026-08-20 14:00:14,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00188-02,DEC-00188,2,PREDICT,2026-08-20 14:00:23,COMPLETED,Predicted Dwell Blowout,75m turnaround (+10m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00188-03,DEC-00188,3,DIAGNOSE,2026-08-20 14:00:29,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at PS10
STG-DEC-00188-04,DEC-00188,4,OPTIMIZE,2026-08-20 14:00:35,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -7m recovery
STG-DEC-00188-05,DEC-00188,5,DECIDE,2026-08-20 14:00:41,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00188-06,DEC-00188,6,EXECUTE,2026-08-20 14:00:43,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00188-07,DEC-00188,7,VERIFY,2026-08-20 14:45:41,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00188-08,DEC-00188,8,LOG,2026-08-20 14:45:48,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00189-01,DEC-00189,1,SIGNAL,2026-08-20 20:00:08,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00189-02,DEC-00189,2,PREDICT,2026-08-20 20:00:17,COMPLETED,Predicted Dwell Blowout,71m turnaround (+21m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00189-03,DEC-00189,3,DIAGNOSE,2026-08-20 20:00:23,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS27
STG-DEC-00189-04,DEC-00189,4,OPTIMIZE,2026-08-20 20:00:29,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00189-05,DEC-00189,5,DECIDE,2026-08-20 20:00:35,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00189-06,DEC-00189,6,EXECUTE,2026-08-20 20:00:37,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00189-07,DEC-00189,7,VERIFY,2026-08-20 20:45:35,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00189-08,DEC-00189,8,LOG,2026-08-20 20:45:42,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00190-01,DEC-00190,1,SIGNAL,2026-08-21 02:00:15,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00190-02,DEC-00190,2,PREDICT,2026-08-21 02:00:24,COMPLETED,Predicted Dwell Blowout,77m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00190-03,DEC-00190,3,DIAGNOSE,2026-08-21 02:00:30,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS10
STG-DEC-00190-04,DEC-00190,4,OPTIMIZE,2026-08-21 02:00:36,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00190-05,DEC-00190,5,DECIDE,2026-08-21 02:00:42,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00190-06,DEC-00190,6,EXECUTE,2026-08-21 02:00:44,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00190-07,DEC-00190,7,VERIFY,2026-08-21 02:45:42,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00190-08,DEC-00190,8,LOG,2026-08-21 02:45:49,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00191-01,DEC-00191,1,SIGNAL,2026-08-21 05:00:13,COMPLETED,Trigger Received,Demand surge at PS28,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00191-02,DEC-00191,2,PREDICT,2026-08-21 05:00:22,COMPLETED,Predicted Dwell Blowout,61m turnaround (+16m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00191-03,DEC-00191,3,DIAGNOSE,2026-08-21 05:00:28,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS28
STG-DEC-00191-04,DEC-00191,4,OPTIMIZE,2026-08-21 05:00:34,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00191-05,DEC-00191,5,DECIDE,2026-08-21 05:00:40,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00191-06,DEC-00191,6,EXECUTE,2026-08-21 05:00:42,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00191-07,DEC-00191,7,VERIFY,2026-08-21 05:45:40,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00191-08,DEC-00191,8,LOG,2026-08-21 05:45:47,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00192-01,DEC-00192,1,SIGNAL,2026-08-21 16:00:04,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00192-02,DEC-00192,2,PREDICT,2026-08-21 16:00:13,COMPLETED,Predicted Dwell Blowout,92m turnaround (+20m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00192-03,DEC-00192,3,DIAGNOSE,2026-08-21 16:00:19,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at KOT-PS1
STG-DEC-00192-04,DEC-00192,4,OPTIMIZE,2026-08-21 16:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00192-05,DEC-00192,5,DECIDE,2026-08-21 16:00:31,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00192-06,DEC-00192,6,EXECUTE,2026-08-21 16:00:33,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00192-07,DEC-00192,7,VERIFY,2026-08-21 16:45:31,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00192-08,DEC-00192,8,LOG,2026-08-21 16:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00193-01,DEC-00193,1,SIGNAL,2026-08-22 02:00:15,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00193-02,DEC-00193,2,PREDICT,2026-08-22 02:00:24,COMPLETED,Predicted Dwell Blowout,73m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00193-03,DEC-00193,3,DIAGNOSE,2026-08-22 02:00:30,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS25
STG-DEC-00193-04,DEC-00193,4,OPTIMIZE,2026-08-22 02:00:36,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00193-05,DEC-00193,5,DECIDE,2026-08-22 02:00:42,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00193-06,DEC-00193,6,EXECUTE,2026-08-22 02:00:44,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00193-07,DEC-00193,7,VERIFY,2026-08-22 02:45:42,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00193-08,DEC-00193,8,LOG,2026-08-22 02:45:49,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00194-01,DEC-00194,1,SIGNAL,2026-08-22 05:00:08,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00194-02,DEC-00194,2,PREDICT,2026-08-22 05:00:17,COMPLETED,Predicted Dwell Blowout,93m turnaround (+28m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00194-03,DEC-00194,3,DIAGNOSE,2026-08-22 05:00:23,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00194-04,DEC-00194,4,OPTIMIZE,2026-08-22 05:00:29,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -21m recovery
STG-DEC-00194-05,DEC-00194,5,DECIDE,2026-08-22 05:00:35,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00194-06,DEC-00194,6,EXECUTE,2026-08-22 05:00:37,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00194-07,DEC-00194,7,VERIFY,2026-08-22 05:45:35,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00194-08,DEC-00194,8,LOG,2026-08-22 05:45:42,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00195-01,DEC-00195,1,SIGNAL,2026-08-22 07:00:07,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00195-02,DEC-00195,2,PREDICT,2026-08-22 07:00:16,COMPLETED,Predicted Dwell Blowout,65m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00195-03,DEC-00195,3,DIAGNOSE,2026-08-22 07:00:22,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS27
STG-DEC-00195-04,DEC-00195,4,OPTIMIZE,2026-08-22 07:00:28,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00195-05,DEC-00195,5,DECIDE,2026-08-22 07:00:34,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00195-06,DEC-00195,6,EXECUTE,2026-08-22 07:00:36,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00195-07,DEC-00195,7,VERIFY,2026-08-22 07:45:34,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00195-08,DEC-00195,8,LOG,2026-08-22 07:45:41,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00196-01,DEC-00196,1,SIGNAL,2026-08-22 20:59:55,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00196-02,DEC-00196,2,PREDICT,2026-08-22 21:00:04,COMPLETED,Predicted Dwell Blowout,77m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00196-03,DEC-00196,3,DIAGNOSE,2026-08-22 21:00:10,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00196-04,DEC-00196,4,OPTIMIZE,2026-08-22 21:00:16,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00196-05,DEC-00196,5,DECIDE,2026-08-22 21:00:22,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00196-06,DEC-00196,6,EXECUTE,2026-08-22 21:00:24,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00196-07,DEC-00196,7,VERIFY,2026-08-22 21:45:22,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00196-08,DEC-00196,8,LOG,2026-08-22 21:45:29,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00197-01,DEC-00197,1,SIGNAL,2026-08-23 16:59:49,COMPLETED,Trigger Received,Demand surge at PS28,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00197-02,DEC-00197,2,PREDICT,2026-08-23 16:59:58,COMPLETED,Predicted Dwell Blowout,60m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00197-03,DEC-00197,3,DIAGNOSE,2026-08-23 17:00:04,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS28
STG-DEC-00197-04,DEC-00197,4,OPTIMIZE,2026-08-23 17:00:10,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00197-05,DEC-00197,5,DECIDE,2026-08-23 17:00:16,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00197-06,DEC-00197,6,EXECUTE,2026-08-23 17:00:18,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00197-07,DEC-00197,7,VERIFY,2026-08-23 17:45:16,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00197-08,DEC-00197,8,LOG,2026-08-23 17:45:23,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00198-01,DEC-00198,1,SIGNAL,2026-08-23 20:00:16,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00198-02,DEC-00198,2,PREDICT,2026-08-23 20:00:25,COMPLETED,Predicted Dwell Blowout,107m turnaround (+35m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00198-03,DEC-00198,3,DIAGNOSE,2026-08-23 20:00:31,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00198-04,DEC-00198,4,OPTIMIZE,2026-08-23 20:00:37,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -26m recovery
STG-DEC-00198-05,DEC-00198,5,DECIDE,2026-08-23 20:00:43,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00198-06,DEC-00198,6,EXECUTE,2026-08-23 20:00:45,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00198-07,DEC-00198,7,VERIFY,2026-08-23 20:45:43,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00198-08,DEC-00198,8,LOG,2026-08-23 20:45:50,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00199-01,DEC-00199,1,SIGNAL,2026-08-24 01:00:09,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00199-02,DEC-00199,2,PREDICT,2026-08-24 01:00:18,COMPLETED,Predicted Dwell Blowout,104m turnaround (+32m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00199-03,DEC-00199,3,DIAGNOSE,2026-08-24 01:00:24,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00199-04,DEC-00199,4,OPTIMIZE,2026-08-24 01:00:30,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -24m recovery
STG-DEC-00199-05,DEC-00199,5,DECIDE,2026-08-24 01:00:36,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00199-06,DEC-00199,6,EXECUTE,2026-08-24 01:00:38,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00199-07,DEC-00199,7,VERIFY,2026-08-24 01:45:36,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00199-08,DEC-00199,8,LOG,2026-08-24 01:45:43,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00200-01,DEC-00200,1,SIGNAL,2026-08-24 07:00:12,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00200-02,DEC-00200,2,PREDICT,2026-08-24 07:00:21,COMPLETED,Predicted Dwell Blowout,84m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00200-03,DEC-00200,3,DIAGNOSE,2026-08-24 07:00:27,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS10
STG-DEC-00200-04,DEC-00200,4,OPTIMIZE,2026-08-24 07:00:33,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00200-05,DEC-00200,5,DECIDE,2026-08-24 07:00:39,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00200-06,DEC-00200,6,EXECUTE,2026-08-24 07:00:41,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00200-07,DEC-00200,7,VERIFY,2026-08-24 07:45:39,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00200-08,DEC-00200,8,LOG,2026-08-24 07:45:46,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00201-01,DEC-00201,1,SIGNAL,2026-08-24 13:00:18,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00201-02,DEC-00201,2,PREDICT,2026-08-24 13:00:27,COMPLETED,Predicted Dwell Blowout,92m turnaround (+34m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00201-03,DEC-00201,3,DIAGNOSE,2026-08-24 13:00:33,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS25
STG-DEC-00201-04,DEC-00201,4,OPTIMIZE,2026-08-24 13:00:39,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -25m recovery
STG-DEC-00201-05,DEC-00201,5,DECIDE,2026-08-24 13:00:45,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00201-06,DEC-00201,6,EXECUTE,2026-08-24 13:00:47,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00201-07,DEC-00201,7,VERIFY,2026-08-24 13:45:45,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00201-08,DEC-00201,8,LOG,2026-08-24 13:45:52,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00202-01,DEC-00202,1,SIGNAL,2026-08-25 05:00:14,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00202-02,DEC-00202,2,PREDICT,2026-08-25 05:00:23,COMPLETED,Predicted Dwell Blowout,67m turnaround (+9m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00202-03,DEC-00202,3,DIAGNOSE,2026-08-25 05:00:29,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at PS25
STG-DEC-00202-04,DEC-00202,4,OPTIMIZE,2026-08-25 05:00:35,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -6m recovery
STG-DEC-00202-05,DEC-00202,5,DECIDE,2026-08-25 05:00:41,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00202-06,DEC-00202,6,EXECUTE,2026-08-25 05:00:43,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00202-07,DEC-00202,7,VERIFY,2026-08-25 05:45:41,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00202-08,DEC-00202,8,LOG,2026-08-25 05:45:48,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00203-01,DEC-00203,1,SIGNAL,2026-08-25 13:59:55,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00203-02,DEC-00203,2,PREDICT,2026-08-25 14:00:04,COMPLETED,Predicted Dwell Blowout,85m turnaround (+13m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00203-03,DEC-00203,3,DIAGNOSE,2026-08-25 14:00:10,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00203-04,DEC-00203,4,OPTIMIZE,2026-08-25 14:00:16,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00203-05,DEC-00203,5,DECIDE,2026-08-25 14:00:22,BLOCKED,L1_ADVISORY Policy Check,Status: BLOCKED_BY_POLICY,Autonomy rule evaluation completed
STG-DEC-00203-06,DEC-00203,6,EXECUTE,2026-08-25 14:00:24,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00203-07,DEC-00203,7,VERIFY,2026-08-25 14:45:22,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00203-08,DEC-00203,8,LOG,2026-08-25 14:45:29,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00204-01,DEC-00204,1,SIGNAL,2026-08-26 06:00:11,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00204-02,DEC-00204,2,PREDICT,2026-08-26 06:00:20,COMPLETED,Predicted Dwell Blowout,77m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00204-03,DEC-00204,3,DIAGNOSE,2026-08-26 06:00:26,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS10
STG-DEC-00204-04,DEC-00204,4,OPTIMIZE,2026-08-26 06:00:32,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00204-05,DEC-00204,5,DECIDE,2026-08-26 06:00:38,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00204-06,DEC-00204,6,EXECUTE,2026-08-26 06:00:40,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00204-07,DEC-00204,7,VERIFY,2026-08-26 06:45:38,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00204-08,DEC-00204,8,LOG,2026-08-26 06:45:45,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00205-01,DEC-00205,1,SIGNAL,2026-08-26 12:00:15,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00205-02,DEC-00205,2,PREDICT,2026-08-26 12:00:24,COMPLETED,Predicted Dwell Blowout,76m turnaround (+18m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00205-03,DEC-00205,3,DIAGNOSE,2026-08-26 12:00:30,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS25
STG-DEC-00205-04,DEC-00205,4,OPTIMIZE,2026-08-26 12:00:36,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -13m recovery
STG-DEC-00205-05,DEC-00205,5,DECIDE,2026-08-26 12:00:42,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00205-06,DEC-00205,6,EXECUTE,2026-08-26 12:00:44,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00205-07,DEC-00205,7,VERIFY,2026-08-26 12:45:42,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00205-08,DEC-00205,8,LOG,2026-08-26 12:45:49,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00206-01,DEC-00206,1,SIGNAL,2026-08-26 16:00:06,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00206-02,DEC-00206,2,PREDICT,2026-08-26 16:00:15,COMPLETED,Predicted Dwell Blowout,91m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00206-03,DEC-00206,3,DIAGNOSE,2026-08-26 16:00:21,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00206-04,DEC-00206,4,OPTIMIZE,2026-08-26 16:00:27,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00206-05,DEC-00206,5,DECIDE,2026-08-26 16:00:33,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00206-06,DEC-00206,6,EXECUTE,2026-08-26 16:00:35,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00206-07,DEC-00206,7,VERIFY,2026-08-26 16:45:33,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00206-08,DEC-00206,8,LOG,2026-08-26 16:45:40,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00207-01,DEC-00207,1,SIGNAL,2026-08-27 03:00:02,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00207-02,DEC-00207,2,PREDICT,2026-08-27 03:00:11,COMPLETED,Predicted Dwell Blowout,56m turnaround (+6m above baseline SLA),Forecasted queue blowout with 91% confidence
